Data Table for Total Cases - Alabama
Date generated: Mon Sep 27 2021 02:35:41 GMT-0500 (Central Daylight Time)
State,Date,Total Cases
Alabama,Jul 23 2021,573557
Alabama,Jul 22 2021,571596
Alabama,Jul 21 2021,569621
Alabama,Jul 20 2021,567916
Alabama,Jul 19 2021,566170
Alabama,Jul 18 2021,564321
Alabama,Jul 17 2021,563301
Alabama,Jul 16 2021,562388
Alabama,Jul 15 2021,561360
Alabama,Jul 14 2021,560374
Alabama,Jul 13 2021,559453
Alabama,Jul 12 2021,558657
Alabama,Jul 11 2021,557830
Alabama,Jul 10 2021,557352
Alabama,Jul  9 2021,556943
Alabama,Jul  8 2021,556430
Alabama,Jul  7 2021,555904
Alabama,Jul  6 2021,555417
Alabama,Jul  5 2021,554936
Alabama,Jul  4 2021,554542
Alabama,Jul  3 2021,554308
Alabama,Jul  2 2021,554050
Alabama,Jul  1 2021,553765
Alabama,Jun 30 2021,553462
Alabama,Jun 29 2021,553188
Alabama,Jun 28 2021,552929
Alabama,Jun 27 2021,552618
Alabama,Jun 26 2021,552400
Alabama,Jun 25 2021,552202
Alabama,Jun 24 2021,551988
Alabama,Jun 23 2021,551779
Alabama,Jun 22 2021,551540
Alabama,Jun 21 2021,551329
Alabama,Jun 20 2021,551119
Alabama,Jun 19 2021,550972
Alabama,Jun 18 2021,550855
Alabama,Jun 17 2021,550700
Alabama,Jun 16 2021,550533
Alabama,Jun 15 2021,550339
Alabama,Jun 14 2021,550201
Alabama,Jun 13 2021,550007
Alabama,Jun 12 2021,549880
Alabama,Jun 11 2021,549775
Alabama,Jun 10 2021,549621
Alabama,Jun  9 2021,549478
Alabama,Jun  8 2021,549304
Alabama,Jun  7 2021,549151
Alabama,Jun  6 2021,548941
Alabama,Jun  5 2021,548816
Alabama,Jun  4 2021,548703
Alabama,Jun  3 2021,548569
Alabama,Jun  2 2021,548400
Alabama,Jun  1 2021,548195
Alabama,May 31 2021,547937
Alabama,May 30 2021,547797
Alabama,May 29 2021,547662
Alabama,May 28 2021,547548
Alabama,May 27 2021,547386
Alabama,May 26 2021,547198
Alabama,May 25 2021,546994
Alabama,May 24 2021,546785
Alabama,May 23 2021,546515
Alabama,May 22 2021,546352
Alabama,May 21 2021,546156
Alabama,May 20 2021,545862
Alabama,May 19 2021,545589
Alabama,May 18 2021,545317
Alabama,May 17 2021,545030
Alabama,May 16 2021,544652
Alabama,May 15 2021,544431
Alabama,May 14 2021,544213
Alabama,May 13 2021,543921
Alabama,May 12 2021,543612
Alabama,May 11 2021,543221
Alabama,May 10 2021,542903
Alabama,May  9 2021,542484
Alabama,May  8 2021,542254
Alabama,May  7 2021,542003
Alabama,May  6 2021,541683
Alabama,May  5 2021,541332
Alabama,May  4 2021,540948
Alabama,May  3 2021,540562
Alabama,May  2 2021,540059
Alabama,May  1 2021,539767
Alabama,Apr 30 2021,539470
Alabama,Apr 29 2021,539105
Alabama,Apr 28 2021,538704
Alabama,Apr 27 2021,538220
Alabama,Apr 26 2021,537763
Alabama,Apr 25 2021,537254
Alabama,Apr 24 2021,536968
Alabama,Apr 23 2021,536688
Alabama,Apr 22 2021,536290
Alabama,Apr 21 2021,535896
Alabama,Apr 20 2021,535463
Alabama,Apr 19 2021,535000
Alabama,Apr 18 2021,534442
Alabama,Apr 17 2021,534119
Alabama,Apr 16 2021,533840
Alabama,Apr 15 2021,533410
Alabama,Apr 14 2021,532979
Alabama,Apr 13 2021,532509
Alabama,Apr 12 2021,532009
Alabama,Apr 11 2021,531419
Alabama,Apr 10 2021,531122
Alabama,Apr  9 2021,530799
Alabama,Apr  8 2021,530365
Alabama,Apr  7 2021,529947
Alabama,Apr  6 2021,529491
Alabama,Apr  5 2021,529019
Alabama,Apr  4 2021,528448
Alabama,Apr  3 2021,528203
Alabama,Apr  2 2021,527945
Alabama,Apr  1 2021,527574
Alabama,Mar 31 2021,527175
Alabama,Mar 30 2021,526824
Alabama,Mar 29 2021,526404
Alabama,Mar 28 2021,525939
Alabama,Mar 27 2021,525658
Alabama,Mar 26 2021,525366
Alabama,Mar 25 2021,525002
Alabama,Mar 24 2021,524681
Alabama,Mar 23 2021,524261
Alabama,Mar 22 2021,523811
Alabama,Mar 21 2021,523264
Alabama,Mar 20 2021,522987
Alabama,Mar 19 2021,522645
Alabama,Mar 18 2021,522250
Alabama,Mar 17 2021,521777
Alabama,Mar 16 2021,521370
Alabama,Mar 15 2021,520893
Alabama,Mar 14 2021,520313
Alabama,Mar 13 2021,520017
Alabama,Mar 12 2021,519720
Alabama,Mar 11 2021,519213
Alabama,Mar 10 2021,518725
Alabama,Mar  9 2021,518233
Alabama,Mar  8 2021,517721
Alabama,Mar  7 2021,517189
Alabama,Mar  6 2021,516841
Alabama,Mar  5 2021,516474
Alabama,Mar  4 2021,515949
Alabama,Mar  3 2021,515428
Alabama,Mar  2 2021,514866
Alabama,Mar  1 2021,514283
Alabama,Feb 28 2021,513439
Alabama,Feb 27 2021,512935
Alabama,Feb 26 2021,512487
Alabama,Feb 25 2021,511817
Alabama,Feb 24 2021,511047
Alabama,Feb 23 2021,510050
Alabama,Feb 22 2021,509180
Alabama,Feb 21 2021,508142
Alabama,Feb 20 2021,507564
Alabama,Feb 19 2021,506957
Alabama,Feb 18 2021,506161
Alabama,Feb 17 2021,505263
Alabama,Feb 16 2021,504153
Alabama,Feb 15 2021,503451
Alabama,Feb 14 2021,502448
Alabama,Feb 13 2021,501803
Alabama,Feb 12 2021,501049
Alabama,Feb 11 2021,499949
Alabama,Feb 10 2021,498768
Alabama,Feb  9 2021,497410
Alabama,Feb  8 2021,495938
Alabama,Feb  7 2021,494231
Alabama,Feb  6 2021,493309
Alabama,Feb  5 2021,492330
Alabama,Feb  4 2021,490748
Alabama,Feb  3 2021,489099
Alabama,Feb  2 2021,487357
Alabama,Feb  1 2021,485360
Alabama,Jan 31 2021,482884
Alabama,Jan 30 2021,481656
Alabama,Jan 29 2021,480403
Alabama,Jan 28 2021,478436
Alabama,Jan 27 2021,476096
Alabama,Jan 26 2021,473524
Alabama,Jan 25 2021,470616
Alabama,Jan 24 2021,467227
Alabama,Jan 23 2021,465576
Alabama,Jan 22 2021,463951
Alabama,Jan 21 2021,461351
Alabama,Jan 20 2021,458454
Alabama,Jan 19 2021,455434
Alabama,Jan 18 2021,452069
Alabama,Jan 17 2021,448586
Alabama,Jan 16 2021,446794
Alabama,Jan 15 2021,444910
Alabama,Jan 14 2021,441827
Alabama,Jan 13 2021,438562
Alabama,Jan 12 2021,435231
Alabama,Jan 11 2021,431705
Alabama,Jan 10 2021,427393
Alabama,Jan  9 2021,425323
Alabama,Jan  8 2021,422965
Alabama,Jan  7 2021,419035
Alabama,Jan  6 2021,414667
Alabama,Jan  5 2021,409995
Alabama,Jan  4 2021,404542
Alabama,Jan  3 2021,397806
Alabama,Jan  2 2021,394501
Alabama,Jan  1 2021,391078
Alabama,Dec 31 2020,388764
Alabama,Dec 30 2020,384351
Alabama,Dec 29 2020,378643
Alabama,Dec 28 2020,372741
Alabama,Dec 27 2020,365815
Alabama,Dec 26 2020,362661
Alabama,Dec 25 2020,359181
Alabama,Dec 24 2020,358213
Alabama,Dec 23 2020,355664
Alabama,Dec 22 2020,351193
Alabama,Dec 21 2020,346288
Alabama,Dec 20 2020,340352
Alabama,Dec 19 2020,337783
Alabama,Dec 18 2020,335175
Alabama,Dec 17 2020,331251
Alabama,Dec 16 2020,326839
Alabama,Dec 15 2020,322202
Alabama,Dec 14 2020,317163
Alabama,Dec 13 2020,311032
Alabama,Dec 12 2020,308373
Alabama,Dec 11 2020,305708
Alabama,Dec 10 2020,301768
Alabama,Dec  9 2020,297485
Alabama,Dec  8 2020,293390
Alabama,Dec  7 2020,289296
Alabama,Dec  6 2020,284258
Alabama,Dec  5 2020,282032
Alabama,Dec  4 2020,279854
Alabama,Dec  3 2020,276431
Alabama,Dec  2 2020,272652
Alabama,Dec  1 2020,268868
Alabama,Nov 30 2020,264809
Alabama,Nov 29 2020,259800
Alabama,Nov 28 2020,257420
Alabama,Nov 27 2020,255248
Alabama,Nov 26 2020,252383
Alabama,Nov 25 2020,251661
Alabama,Nov 24 2020,248857
Alabama,Nov 23 2020,245891
Alabama,Nov 22 2020,242476
Alabama,Nov 21 2020,240876
Alabama,Nov 20 2020,239359
Alabama,Nov 19 2020,237070
Alabama,Nov 18 2020,234553
Alabama,Nov 17 2020,231981
Alabama,Nov 16 2020,229346
Alabama,Nov 15 2020,226141
Alabama,Nov 14 2020,224754
Alabama,Nov 13 2020,223329
Alabama,Nov 12 2020,221237
Alabama,Nov 11 2020,218855
Alabama,Nov 10 2020,216449
Alabama,Nov  9 2020,213970
Alabama,Nov  8 2020,211049
Alabama,Nov  7 2020,209815
Alabama,Nov  6 2020,208622
Alabama,Nov  5 2020,206935
Alabama,Nov  4 2020,205110
Alabama,Nov  3 2020,203482
Alabama,Nov  2 2020,202008
Alabama,Nov  1 2020,200254
Alabama,Oct 31 2020,199315
Alabama,Oct 30 2020,198496
Alabama,Oct 29 2020,197284
Alabama,Oct 28 2020,195974
Alabama,Oct 27 2020,194491
Alabama,Oct 26 2020,192793
Alabama,Oct 25 2020,190951
Alabama,Oct 24 2020,190048
Alabama,Oct 23 2020,189248
Alabama,Oct 22 2020,188004
Alabama,Oct 21 2020,186628
Alabama,Oct 20 2020,185294
Alabama,Oct 19 2020,183961
Alabama,Oct 18 2020,182401
Alabama,Oct 17 2020,181587
Alabama,Oct 16 2020,180843
Alabama,Oct 15 2020,179729
Alabama,Oct 14 2020,178544
Alabama,Oct 13 2020,177416
Alabama,Oct 12 2020,176127
Alabama,Oct 11 2020,174739
Alabama,Oct 10 2020,173990
Alabama,Oct  9 2020,173211
Alabama,Oct  8 2020,172108
Alabama,Oct  7 2020,171044
Alabama,Oct  6 2020,169900
Alabama,Oct  5 2020,168837
Alabama,Oct  4 2020,167556
Alabama,Oct  3 2020,166878
Alabama,Oct  2 2020,166231
Alabama,Oct  1 2020,165363
Alabama,Sep 30 2020,164527
Alabama,Sep 29 2020,163619
Alabama,Sep 28 2020,162799
Alabama,Sep 27 2020,161659
Alabama,Sep 26 2020,161069
Alabama,Sep 25 2020,160469
Alabama,Sep 24 2020,159608
Alabama,Sep 23 2020,158810
Alabama,Sep 22 2020,158002
Alabama,Sep 21 2020,157094
Alabama,Sep 20 2020,155968
Alabama,Sep 19 2020,155385
Alabama,Sep 18 2020,154822
Alabama,Sep 17 2020,153969
Alabama,Sep 16 2020,153137
Alabama,Sep 15 2020,152225
Alabama,Sep 14 2020,151243
Alabama,Sep 13 2020,150153
Alabama,Sep 12 2020,149558
Alabama,Sep 11 2020,148931
Alabama,Sep 10 2020,147995
Alabama,Sep  9 2020,146999
Alabama,Sep  8 2020,145884
Alabama,Sep  7 2020,144515
Alabama,Sep  6 2020,143809
Alabama,Sep  5 2020,143222
Alabama,Sep  4 2020,142632
Alabama,Sep  3 2020,141625
Alabama,Sep  2 2020,140536
Alabama,Sep  1 2020,139228
Alabama,Aug 31 2020,137822
Alabama,Aug 30 2020,136396
Alabama,Aug 29 2020,135664
Alabama,Aug 28 2020,135010
Alabama,Aug 27 2020,133745
Alabama,Aug 26 2020,132344
Alabama,Aug 25 2020,130904
Alabama,Aug 24 2020,129464
Alabama,Aug 23 2020,127742
Alabama,Aug 22 2020,126907
Alabama,Aug 21 2020,126158
Alabama,Aug 20 2020,125032
Alabama,Aug 19 2020,123997
Alabama,Aug 18 2020,122944
Alabama,Aug 17 2020,121902
Alabama,Aug 16 2020,120690
Alabama,Aug 15 2020,120087
Alabama,Aug 14 2020,119432
Alabama,Aug 13 2020,118364
Alabama,Aug 12 2020,117259
Alabama,Aug 11 2020,116046
Alabama,Aug 10 2020,114690
Alabama,Aug  9 2020,113056
Alabama,Aug  8 2020,112406
Alabama,Aug  7 2020,111630
Alabama,Aug  6 2020,110306
Alabama,Aug  5 2020,108772
Alabama,Aug  4 2020,107196
Alabama,Aug  3 2020,105517
Alabama,Aug  2 2020,103490
Alabama,Aug  1 2020,102648
Alabama,Jul 31 2020,101680
Alabama,Jul 30 2020,100330
Alabama,Jul 29 2020,98726
Alabama,Jul 28 2020,96728
Alabama,Jul 27 2020,94658
Alabama,Jul 26 2020,92435
Alabama,Jul 25 2020,91626
Alabama,Jul 24 2020,90689
Alabama,Jul 23 2020,89154
Alabama,Jul 22 2020,87264
Alabama,Jul 21 2020,85219
Alabama,Jul 20 2020,82972
Alabama,Jul 19 2020,80315
Alabama,Jul 18 2020,79389
Alabama,Jul 17 2020,78286
Alabama,Jul 16 2020,76300
Alabama,Jul 15 2020,74059
Alabama,Jul 14 2020,71733
Alabama,Jul 13 2020,69298
Alabama,Jul 12 2020,66681
Alabama,Jul 11 2020,65794
Alabama,Jul 10 2020,64768
Alabama,Jul  9 2020,62324
Alabama,Jul  8 2020,59973
Alabama,Jul  7 2020,57469
Alabama,Jul  6 2020,54868
Alabama,Jul  5 2020,52196
Alabama,Jul  4 2020,51302
Alabama,Jul  3 2020,50667
Alabama,Jul  2 2020,49447
Alabama,Jul  1 2020,47714
Alabama,Jun 30 2020,45972
Alabama,Jun 29 2020,44435
Alabama,Jun 28 2020,42754
Alabama,Jun 27 2020,41908
Alabama,Jun 26 2020,41144
Alabama,Jun 25 2020,39973
Alabama,Jun 24 2020,38822
Alabama,Jun 23 2020,37670
Alabama,Jun 22 2020,36545
Alabama,Jun 21 2020,35272
Alabama,Jun 20 2020,34671
Alabama,Jun 19 2020,34011
Alabama,Jun 18 2020,33091
Alabama,Jun 17 2020,32218
Alabama,Jun 16 2020,31301
Alabama,Jun 15 2020,30484
Alabama,Jun 14 2020,29528
Alabama,Jun 13 2020,29119
Alabama,Jun 12 2020,28680
Alabama,Jun 11 2020,27987
Alabama,Jun 10 2020,27236
Alabama,Jun  9 2020,26449
Alabama,Jun  8 2020,25737
Alabama,Jun  7 2020,24948
Alabama,Jun  6 2020,24583
Alabama,Jun  5 2020,24181
Alabama,Jun  4 2020,23576
Alabama,Jun  3 2020,23059
Alabama,Jun  2 2020,22457
Alabama,Jun  1 2020,21894
Alabama,May 31 2020,21147
Alabama,May 30 2020,20794
Alabama,May 29 2020,20404
Alabama,May 28 2020,19898
Alabama,May 27 2020,19388
Alabama,May 26 2020,18753
Alabama,May 25 2020,18173
Alabama,May 24 2020,17813
Alabama,May 23 2020,17527
Alabama,May 22 2020,17207
Alabama,May 21 2020,16811
Alabama,May 20 2020,16296
Alabama,May 19 2020,15759
Alabama,May 18 2020,15243
Alabama,May 17 2020,14733
Alabama,May 16 2020,14480
Alabama,May 15 2020,14187
Alabama,May 14 2020,13757
Alabama,May 13 2020,13341
Alabama,May 12 2020,12917
Alabama,May 11 2020,12528
Alabama,May 10 2020,12110
Alabama,May  9 2020,11877
Alabama,May  8 2020,11710
Alabama,May  7 2020,11421
Alabama,May  6 2020,11138
Alabama,May  5 2020,10825
Alabama,May  4 2020,10513
Alabama,May  3 2020,10185
Alabama,May  2 2020,10015
Alabama,May  1 2020,9881
Alabama,Apr 30 2020,9532
Alabama,Apr 29 2020,9236
Alabama,Apr 28 2020,8974
Alabama,Apr 27 2020,8665
Alabama,Apr 26 2020,8332
Alabama,Apr 25 2020,8160
Alabama,Apr 24 2020,7945
Alabama,Apr 23 2020,7735
Alabama,Apr 22 2020,7529
Alabama,Apr 21 2020,7285
Alabama,Apr 20 2020,7028
Alabama,Apr 19 2020,6735
Alabama,Apr 18 2020,6609
Alabama,Apr 17 2020,6416
Alabama,Apr 16 2020,6207
Alabama,Apr 15 2020,5996
Alabama,Apr 14 2020,5831
Alabama,Apr 13 2020,5655
Alabama,Apr 12 2020,5395
Alabama,Apr 11 2020,5282
Alabama,Apr 10 2020,5161
Alabama,Apr  9 2020,4981
Alabama,Apr  8 2020,4771
Alabama,Apr  7 2020,4568
Alabama,Apr  6 2020,4330
Alabama,Apr  5 2020,4030
Alabama,Apr  4 2020,3873
Alabama,Apr  3 2020,3727
Alabama,Apr  2 2020,3519
Alabama,Apr  1 2020,3296
Alabama,Mar 31 2020,3096
Alabama,Mar 30 2020,2884
Alabama,Mar 29 2020,2635
Alabama,Mar 28 2020,2506
Alabama,Mar 27 2020,2363
Alabama,Mar 26 2020,2132
Alabama,Mar 25 2020,1954
Alabama,Mar 24 2020,1779
Alabama,Mar 23 2020,1618
Alabama,Mar 22 2020,1403
Alabama,Mar 21 2020,1281
Alabama,Mar 20 2020,1162
Alabama,Mar 19 2020,1007
Alabama,Mar 18 2020,887
Alabama,Mar 17 2020,750
Alabama,Mar 16 2020,626
Alabama,Mar 15 2020,513
Alabama,Mar 14 2020,445
Alabama,Mar 13 2020,368
Alabama,Mar 12 2020,305
Alabama,Mar 11 2020,268
Alabama,Mar 10 2020,239
Alabama,Mar  9 2020,215
Alabama,Mar  8 2020,189
Alabama,Mar  7 2020,175
Alabama,Mar  6 2020,161
Alabama,Mar  5 2020,153
Alabama,Mar  4 2020,144
Alabama,Mar  3 2020,135
Alabama,Mar  2 2020,125
Alabama,Mar  1 2020,116
Alabama,Feb 29 2020,100
Alabama,Feb 28 2020,96
Alabama,Feb 27 2020,92
Alabama,Feb 26 2020,84
Alabama,Feb 25 2020,82
Alabama,Feb 24 2020,81
Alabama,Feb 23 2020,77
Alabama,Feb 22 2020,75
Alabama,Feb 21 2020,75
Alabama,Feb 20 2020,71
Alabama,Feb 19 2020,70
Alabama,Feb 18 2020,70
Alabama,Feb 17 2020,70
Alabama,Feb 16 2020,66
Alabama,Feb 15 2020,66
Alabama,Feb 14 2020,64
Alabama,Feb 13 2020,61
Alabama,Feb 12 2020,60
Alabama,Feb 11 2020,59
Alabama,Feb 10 2020,58
Alabama,Feb  9 2020,57
Alabama,Feb  8 2020,55
Alabama,Feb  7 2020,54
Alabama,Feb  6 2020,54
Alabama,Feb  5 2020,54
Alabama,Feb  4 2020,53
Alabama,Feb  3 2020,52
Alabama,Feb  2 2020,48
Alabama,Feb  1 2020,47
Alabama,Jan 31 2020,44
Alabama,Jan 30 2020,42
Alabama,Jan 29 2020,40
Alabama,Jan 28 2020,39
Alabama,Jan 27 2020,38
Alabama,Jan 26 2020,37
Alabama,Jan 25 2020,37
Alabama,Jan 24 2020,34
Alabama,Jan 23 2020,34
